"","post_prob_death_BM","post_prob_extubation_surv","trt_death_BM","trt_extubation_surv","sd_death_BM","sd_extubation_surv"
"result.375",0.82227811624561,0.999990335948836,-0.098,0.232,0.107,0.057
"result.376",0.90119580240808,0.996952179356133,-0.137,0.154,0.106,0.056
"result.377",0.722903795841276,0.999999810641122,-0.063,0.27,0.107,0.056
"result.378",0.401011525037677,0.998795363182162,0.027,0.17,0.107,0.056
"result.379",0.0258614329413882,0.981936155368946,0.208,0.118,0.107,0.056
"result.380",0.624257594448968,0.841026077987769,-0.034,0.056,0.107,0.056
"result.381",0.976360962687806,0.99712776895233,-0.214,0.155,0.108,0.056
"result.382",0.425069664069499,0.999689248017582,0.02,0.191,0.106,0.056
"result.383",0.394155748969985,0.998047601156306,0.029,0.163,0.107,0.056
"result.384",0.527193180852694,0.998479009104654,-0.007,0.165,0.109,0.056
"result.385",0.95905296042543,0.999999811195904,-0.188,0.3,0.108,0.056
"result.386",0.301048533376411,0.999999810930123,0.057,0.256,0.108,0.056
"result.387",0.792025559773257,0.998875651924584,-0.087,0.173,0.107,0.057
"result.388",0.309055188144911,0.999999811306356,0.053,0.281,0.106,0.057
"result.389",0.284568704867559,0.99999981078122,0.062,0.245,0.107,0.056
"result.390",0.0979320216779117,0.99692166444119,0.139,0.154,0.107,0.056
"result.391",0.554065155114223,0.996973505566895,-0.014,0.153,0.107,0.056
"result.392",0.260154792359041,0.999121822121261,0.069,0.174,0.106,0.056
"result.393",0.576358475813359,0.983000180068245,-0.021,0.12,0.107,0.057
"result.394",0.563854117982418,0.993264854185326,-0.017,0.138,0.106,0.056
"result.395",0.204187036302913,0.999824905311098,0.09,0.199,0.109,0.056
"result.396",0.909432737548282,0.944200412726075,-0.143,0.089,0.107,0.056
"result.397",0.0701714955459753,0.974682883589422,0.158,0.11,0.107,0.056
"result.398",0.690029667740451,0.993387334140045,-0.053,0.139,0.107,0.056
"result.399",0.877173726966297,0.990073083729868,-0.125,0.129,0.108,0.056
"result.400",0.841675538003985,0.963481499405906,-0.106,0.1,0.106,0.056
"result.401",0.385275653395208,0.978024606884061,0.031,0.113,0.107,0.056
"result.402",0.0612454730264548,0.999596282762297,0.165,0.189,0.107,0.056
"result.403",0.850540501610878,0.999540253258775,-0.111,0.186,0.107,0.056
"result.404",0.487461860720641,0.995048501230992,0.004,0.145,0.108,0.056
"result.405",0.2903382768482,0.967573864072653,0.06,0.103,0.108,0.056
"result.406",0.124343778926588,0.994093719376994,0.123,0.141,0.106,0.056
"result.407",0.81808695079053,0.998644265906261,-0.097,0.169,0.107,0.056
"result.408",0.595594375497328,0.998331990908176,-0.026,0.162,0.108,0.055
"result.409",0.377323744490051,0.999975254922416,0.034,0.223,0.108,0.056
"result.410",0.618938201526658,0.999999810997057,-0.033,0.24,0.108,0.056
"result.411",0.655964468437414,0.999922851352661,-0.043,0.211,0.108,0.056
"result.412",0.220707566454171,0.999999810926261,0.082,0.26,0.107,0.056
"result.413",0.232401808926401,0.999509969788406,0.079,0.184,0.107,0.056
"result.414",0.562975826385307,0.99992129375497,-0.017,0.21,0.107,0.056
"result.415",0.176549276207097,0.899127587200049,0.101,0.071,0.108,0.056
"result.416",0.580812433234358,0.999960657376464,-0.022,0.218,0.108,0.056
"result.417",0.139174768186702,0.999954535282252,0.117,0.216,0.108,0.056
"result.418",0.0745904044124848,0.999910985717823,0.156,0.209,0.108,0.056
"result.419",0.563078596352199,0.999957691678205,-0.017,0.218,0.106,0.056
"result.420",0.254550302723945,0.999487640702435,0.07,0.185,0.106,0.057
"result.421",0.630994070857554,0.999911597152222,-0.036,0.208,0.108,0.056
"result.422",0.0909413023120848,0.994850778024282,0.146,0.143,0.109,0.056
"result.423",0.224162490041217,0.998793536622143,0.082,0.171,0.107,0.056
"result.424",0.364950476442696,0.99091589721198,0.037,0.132,0.107,0.056
"result.425",0.206004609351583,0.998585224440339,0.089,0.167,0.108,0.056
"result.426",0.621286989021371,0.983493595464339,-0.033,0.12,0.107,0.056
"result.427",0.529386037002914,0.999382290595605,-0.008,0.179,0.109,0.056
"result.428",0.982316106725475,0.999804127728803,-0.227,0.198,0.108,0.056
"result.429",0.869839081186985,0.999292102719112,-0.123,0.177,0.109,0.056
"result.430",0.580540025825914,0.999902728189078,-0.022,0.209,0.107,0.056
"result.431",0.100401223636108,0.999926380973449,0.136,0.211,0.106,0.056
"result.432",0.296853388665769,0.92711678099917,0.057,0.082,0.107,0.056
"result.433",0.94777886649279,0.999969991927816,-0.175,0.222,0.108,0.056
"result.434",0.332168206634303,0.829688209865098,0.047,0.053,0.108,0.056
"result.435",0.984554689111958,0.997816411810648,-0.231,0.161,0.107,0.057
"result.436",0.459201417373026,0.998832160725731,0.011,0.173,0.107,0.057
"result.437",0.412219476136184,0.999465980888061,0.024,0.183,0.107,0.056
"result.438",0.989125829297575,0.999587015547887,-0.246,0.189,0.107,0.057
"result.439",0.136829339970897,0.999603838990927,0.117,0.19,0.106,0.057
