"","post_prob_death_CR","post_prob_liberation_CR","trt_death_CR","trt_liberation_CR","trt_interaction_trt_ext_CR_inla","sd_death_CR","sd_liberation_CR","sd_interaction_trt_ext_CR_inla"
"result.152",0.999966916824026,0.0447279427155255,-0.358,2.491,0.263,0.091,0.076,0.107
"result.153",0.99936365019308,0.0298744532315245,-0.278,2.281,0.171,0.086,0.084,0.104
"result.154",0.998518564874763,0.330241969937179,-0.275,2.413,0.25,0.093,0.091,0.108
"result.155",0.992826206413554,0.0176760611072855,-0.216,2.371,0.095,0.088,0.085,0.105
"result.156",0.886482762190489,0.0186671800280536,-0.104,2.227,-0.016,0.086,0.087,0.104
"result.157",0.827887023394008,0.00163158822867338,-0.083,2.502,-0.084,0.088,0.088,0.105
"result.158",0.999924318741129,0.0180204476345045,-0.343,2.437,0.225,0.091,0.088,0.107
"result.159",0.971973694814013,0.000276418583768923,-0.166,2.502,-0.029,0.087,0.077,0.104
"result.160",0.967880705712797,0.319981093807577,-0.165,2.383,0.138,0.089,0.086,0.106
"result.161",0.974169258920237,0.165260046850607,-0.168,2.37,0.112,0.086,0.08,0.104
"result.162",0.999586657680701,0.143201576011638,-0.293,2.328,0.232,0.088,0.083,0.104
"result.163",0.91466505652818,0.0969150729281828,-0.118,2.464,0.045,0.087,0.078,0.104
"result.164",0.857770238244206,0.0134510720011736,-0.096,2.524,-0.029,0.09,0.094,0.106
"result.165",0.890444345769762,0.00226550931502179,-0.112,2.652,-0.048,0.091,0.081,0.107
"result.166",0.956977215354196,0.0796183431325298,-0.146,2.326,0.065,0.085,0.083,0.102
"result.167",0.985247588871798,0.0019103619691494,-0.19,2.32,0.024,0.088,0.093,0.105
"result.168",0.975560801792704,0.210784025191917,-0.174,2.377,0.128,0.088,0.089,0.105
"result.169",0.957800775737827,0.111964557354442,-0.154,2.482,0.086,0.09,0.087,0.106
"result.170",0.942192011220876,0.0157606244666495,-0.138,2.486,0.016,0.088,0.081,0.104
"result.171",0.997103125392631,0.22638213517492,-0.238,2.31,0.195,0.086,0.086,0.104
"result.172",0.991789133978619,0.0362521458328013,-0.211,2.415,0.109,0.088,0.086,0.105
"result.173",0.997565186275061,0.0167083533462757,-0.249,2.465,0.129,0.088,0.079,0.105
"result.174",0.972145033515389,0.00073565566696554,-0.167,2.381,-0.016,0.088,0.094,0.105
"result.175",0.937589476048081,0.151162293754288,-0.136,2.391,0.077,0.089,0.088,0.105
"result.176",0.987049234837206,0.0855402097958562,-0.198,2.375,0.12,0.089,0.09,0.106
"result.177",0.999374890164378,0.000684302203283083,-0.289,2.355,0.107,0.09,0.089,0.106
"result.178",0.99757949924858,0.00340548813391506,-0.245,2.394,0.09,0.087,0.081,0.104
"result.179",0.988761567224517,0.128881152981275,-0.197,2.283,0.133,0.087,0.086,0.104
"result.180",0.900288100900902,0.0207709371840429,-0.114,2.502,-0.002,0.089,0.082,0.106
