"","post_prob_death_CR","post_prob_liberation_CR","trt_death_CR","trt_liberation_CR","trt_interaction_trt_ext_CR_inla","sd_death_CR","sd_liberation_CR","sd_interaction_trt_ext_CR_inla"
"result.1199",0.989350262004131,0.581376325022523,-0.2,2.367,0.211,0.087,0.087,0.104
"result.1200",0.999885547351832,0.693213830358565,-0.323,2.216,0.352,0.088,0.092,0.105
"result.1201",0.999797261016127,0.287328799612272,-0.32,2.373,0.288,0.091,0.086,0.107
"result.1202",0.977351836552125,0.211920719799591,-0.179,2.495,0.134,0.09,0.085,0.106
"result.1203",0.940921783132606,0.483802416976072,-0.139,2.468,0.137,0.089,0.089,0.105
"result.1204",0.278264690383992,0.434078324090026,0.052,2.455,-0.061,0.088,0.095,0.104
"result.1205",0.781070410250445,0.104602825270066,-0.069,2.578,-0.002,0.089,0.082,0.105
"result.1206",0.899495793409535,0.0692708824277923,-0.109,2.509,0.026,0.086,0.078,0.102
"result.1207",0.982200757356386,0.541154289428914,-0.189,2.455,0.195,0.09,0.085,0.106
"result.1208",0.570705734190913,0.259037809071441,-0.015,2.517,-0.021,0.088,0.088,0.104
"result.1209",0.999837875369295,0.719892141353516,-0.322,2.434,0.355,0.09,0.079,0.106
"result.1210",0.998535579142075,0.766452575661434,-0.267,2.399,0.308,0.09,0.087,0.106
